month,category,type,number
2018-01,Goods & Other Vehicles,Electric,31
2018-01,Goods & Other Vehicles,Diesel-Electric,7
2018-01,Buses,Petrol,42
2018-01,Buses,Diesel,18734
2018-01,Buses,Petrol-CNG,1
2018-01,Buses,CNG,12
2018-01,Buses,Electric,2
2018-01,Buses,Diesel-Electric,3
2018-02,Cars,Petrol,573108
2018-02,Cars,Diesel,15658
2018-02,Cars,Petrol-Electric,21014
2018-02,Cars,Petrol-Electric (Plug-In),211
2018-02,Cars,Petrol-CNG,950
2018-02,Cars,CNG,0
2018-02,Cars,Electric,346
2018-02,Cars,Diesel-Electric,21
2018-02,Taxis,Petrol,110
2018-02,Taxis,Diesel,18181
2018-02,Taxis,Petrol-Electric,4149
2018-02,Taxis,Petrol-CNG,0
2018-02,Taxis,CNG,0
2018-02,Motor-cycles,Petrol,140259
2018-02,Motor-cycles,Electric,3
2018-02,Goods & Other Vehicles,Petrol,4945
2018-02,Goods & Other Vehicles,Diesel,137202
2018-02,Goods & Other Vehicles,Petrol-Electric,1
2018-02,Goods & Other Vehicles,Petrol-CNG,3
2018-02,Goods & Other Vehicles,CNG,3
2018-02,Goods & Other Vehicles,Electric,31
2018-02,Goods & Other Vehicles,Diesel-Electric,7
2018-02,Buses,Petrol,42
2018-02,Buses,Diesel,18726
2018-02,Buses,Petrol-CNG,1
2018-02,Buses,CNG,12
2018-02,Buses,Electric,2
2018-02,Buses,Diesel-Electric,3
2018-03,Cars,Petrol,573351
2018-03,Cars,Diesel,15827
2018-03,Cars,Petrol-Electric,21267
2018-03,Cars,Petrol-Electric (Plug-In),222
2018-03,Cars,Petrol-CNG,903
2018-03,Cars,CNG,0
2018-03,Cars,Electric,348
2018-03,Cars,Diesel-Electric,21
2018-03,Taxis,Petrol,106
2018-03,Taxis,Diesel,17494
2018-03,Taxis,Petrol-Electric,4146
2018-03,Taxis,Petrol-CNG,0
2018-03,Taxis,CNG,0
2018-03,Motor-cycles,Petrol,139675
2018-03,Motor-cycles,Electric,3
2018-03,Goods & Other Vehicles,Petrol,4921
2018-03,Goods & Other Vehicles,Diesel,136857
2018-03,Goods & Other Vehicles,Petrol-Electric,1
2018-03,Goods & Other Vehicles,Petrol-CNG,2
2018-03,Goods & Other Vehicles,CNG,3
2018-03,Goods & Other Vehicles,Electric,31
2018-03,Goods & Other Vehicles,Diesel-Electric,7
2018-03,Buses,Petrol,42
2018-03,Buses,Diesel,18698
2018-03,Buses,Petrol-CNG,1
2018-03,Buses,CNG,12
2018-03,Buses,Electric,2
2018-03,Buses,Diesel-Electric,3
2018-04,Cars,Petrol,573152
2018-04,Cars,Diesel,16077
2018-04,Cars,Petrol-Electric,21820
2018-04,Cars,Petrol-Electric (Plug-In),232
2018-04,Cars,Petrol-CNG,848
2018-04,Cars,CNG,0
2018-04,Cars,Electric,353
2018-04,Cars,Diesel-Electric,21
2018-04,Taxis,Petrol,101
2018-04,Taxis,Diesel,17196
2018-04,Taxis,Petrol-Electric,4139
2018-04,Taxis,Petrol-CNG,0
2018-04,Taxis,CNG,0
2018-04,Motor-cycles,Petrol,139188
2018-04,Motor-cycles,Electric,3
2018-04,Goods & Other Vehicles,Petrol,4907
2018-04,Goods & Other Vehicles,Diesel,136750
2018-04,Goods & Other Vehicles,Petrol-Electric,1
2018-04,Goods & Other Vehicles,Petrol-CNG,2
2018-04,Goods & Other Vehicles,CNG,2
2018-04,Goods & Other Vehicles,Electric,31
2018-04,Goods & Other Vehicles,Diesel-Electric,7
2018-04,Buses,Petrol,40
2018-04,Buses,Diesel,18686
2018-04,Buses,Petrol-CNG,1
2018-04,Buses,CNG,12
2018-04,Buses,Electric,2
2018-04,Buses,Diesel-Electric,3
2018-05,Cars,Petrol,573322
2018-05,Cars,Diesel,16237
2018-05,Cars,Petrol-Electric,22449
2018-05,Cars,Petrol-Electric (Plug-In),238
2018-05,Cars,Petrol-CNG,762
2018-05,Cars,CNG,0
2018-05,Cars,Electric,354
2018-05,Cars,Diesel-Electric,21
2018-05,Taxis,Petrol,98
2018-05,Taxis,Diesel,16999
2018-05,Taxis,Petrol-Electric,4140
2018-05,Taxis,Petrol-CNG,0
2018-05,Taxis,CNG,0
2018-05,Motor-cycles,Petrol,138178
2018-05,Motor-cycles,Electric,3
2018-05,Goods & Other Vehicles,Petrol,4895
2018-05,Goods & Other Vehicles,Diesel,136628
2018-05,Goods & Other Vehicles,Petrol-Electric,1
2018-05,Goods & Other Vehicles,Petrol-CNG,2
2018-05,Goods & Other Vehicles,CNG,2
2018-05,Goods & Other Vehicles,Electric,31
2018-05,Goods & Other Vehicles,Diesel-Electric,7
2018-05,Buses,Petrol,39
2018-05,Buses,Diesel,18703
2018-05,Buses,Petrol-CNG,1
2018-05,Buses,CNG,12
2018-05,Buses,Electric,2
2018-05,Buses,Diesel-Electric,3
2018-06,Cars,Petrol,575441
2018-06,Cars,Diesel,16555
2018-06,Cars,Petrol-Electric,23941
2018-06,Cars,Petrol-Electric (Plug-In),270
2018-06,Cars,Petrol-CNG,671
2018-06,Cars,CNG,0
2018-06,Cars,Electric,358
2018-06,Cars,Diesel-Electric,21
2018-06,Taxis,Petrol,95
2018-06,Taxis,Diesel,16910
2018-06,Taxis,Petrol-Electric,4159
2018-06,Taxis,Petrol-CNG,0
2018-06,Taxis,CNG,0
2018-06,Motor-cycles,Petrol,137441
2018-06,Motor-cycles,Electric,3
2018-06,Goods & Other Vehicles,Petrol,4892
2018-06,Goods & Other Vehicles,Diesel,136644
2018-06,Goods & Other Vehicles,Petrol-Electric,1
2018-06,Goods & Other Vehicles,Petrol-CNG,2
2018-06,Goods & Other Vehicles,CNG,2
2018-06,Goods & Other Vehicles,Electric,31
2018-06,Goods & Other Vehicles,Diesel-Electric,7
2018-06,Buses,Petrol,38
2018-06,Buses,Diesel,18728
2018-06,Buses,Petrol-CNG,1
2018-06,Buses,CNG,12
2018-06,Buses,Electric,3
2018-06,Buses,Diesel-Electric,3
2018-07,Cars,Petrol,573064
2018-07,Cars,Diesel,16843
2018-07,Cars,Petrol-Electric,24229
2018-07,Cars,Petrol-Electric (Plug-In),284
2018-07,Cars,Petrol-CNG,590
2018-07,Cars,CNG,0
2018-07,Cars,Electric,363
2018-07,Cars,Diesel-Electric,21
2018-07,Taxis,Petrol,88
2018-07,Taxis,Diesel,16802
2018-07,Taxis,Petrol-Electric,4284
2018-07,Taxis,Petrol-CNG,0
2018-07,Taxis,CNG,0
2018-07,Taxis,Electric,2
2018-07,Motor-cycles,Petrol,137001
2018-07,Motor-cycles,Electric,3
2018-07,Goods & Other Vehicles,Petrol,4877
2018-07,Goods & Other Vehicles,Diesel,136450
2018-07,Goods & Other Vehicles,Petrol-Electric,1
2018-07,Goods & Other Vehicles,Petrol-CNG,2
2018-07,Goods & Other Vehicles,CNG,2
2018-07,Goods & Other Vehicles,Electric,31
2018-07,Goods & Other Vehicles,Diesel-Electric,7
2018-07,Buses,Petrol,34
2018-07,Buses,Diesel,18758
2018-07,Buses,Petrol-CNG,1
2018-07,Buses,CNG,12
2018-07,Buses,Electric,4
2018-07,Buses,Diesel-Electric,3
2018-08,Cars,Petrol,571787
2018-08,Cars,Diesel,16920
2018-08,Cars,Petrol-Electric,24624
2018-08,Cars,Petrol-Electric (Plug-In),297
2018-08,Cars,Petrol-CNG,521
2018-08,Cars,CNG,0
2018-08,Cars,Electric,406
2018-08,Cars,Diesel-Electric,21
2018-08,Taxis,Petrol,82
2018-08,Taxis,Diesel,16716
2018-08,Taxis,Petrol-Electric,4471
2018-08,Taxis,Petrol-CNG,0
2018-08,Taxis,CNG,0
2018-08,Taxis,Electric,97
2018-08,Motor-cycles,Petrol,136652
2018-08,Motor-cycles,Electric,2
2018-08,Goods & Other Vehicles,Petrol,4866
2018-08,Goods & Other Vehicles,Diesel,136336
2018-08,Goods & Other Vehicles,Petrol-Electric,1
2018-08,Goods & Other Vehicles,Petrol-CNG,2
2018-08,Goods & Other Vehicles,CNG,2
2018-08,Goods & Other Vehicles,Electric,38
2018-08,Goods & Other Vehicles,Diesel-Electric,7
2018-08,Buses,Petrol,34
2018-08,Buses,Diesel,18790
2018-08,Buses,Petrol-CNG,0
2018-08,Buses,CNG,12
2018-08,Buses,Electric,4
2018-08,Buses,Diesel-Electric,3
2018-09,Cars,Petrol,570828
2018-09,Cars,Diesel,17019
2018-09,Cars,Petrol-Electric,25183
2018-09,Cars,Petrol-Electric (Plug-In),323
2018-09,Cars,Petrol-CNG,475
2018-09,Cars,CNG,0
2018-09,Cars,Electric,443
2018-09,Cars,Diesel-Electric,21
2018-09,Taxis,Petrol,69
2018-09,Taxis,Diesel,16531
2018-09,Taxis,Petrol-Electric,4582
2018-09,Taxis,Petrol-CNG,0
2018-09,Taxis,CNG,0
2018-09,Taxis,Electric,97
2018-09,Motor-cycles,Petrol,136586
2018-09,Motor-cycles,Electric,2
2018-09,Goods & Other Vehicles,Petrol,4841
2018-09,Goods & Other Vehicles,Diesel,136401
2018-09,Goods & Other Vehicles,Petrol-Electric,1
2018-09,Goods & Other Vehicles,Petrol-CNG,2
2018-09,Goods & Other Vehicles,CNG,2
2018-09,Goods & Other Vehicles,Electric,38
2018-09,Goods & Other Vehicles,Diesel-Electric,7
2018-09,Buses,Petrol,34
2018-09,Buses,Diesel,18805
2018-09,Buses,Petrol-CNG,0
2018-09,Buses,CNG,12
2018-09,Buses,Electric,4
2018-09,Buses,Diesel-Electric,3
2018-10,Cars,Petrol,570486
2018-10,Cars,Diesel,17061
2018-10,Cars,Petrol-Electric,25943
2018-10,Cars,Petrol-Electric (Plug-In),336
2018-10,Cars,Petrol-CNG,431
2018-10,Cars,CNG,0
2018-10,Cars,Electric,462
2018-10,Cars,Diesel-Electric,21
2018-10,Taxis,Petrol,65
2018-10,Taxis,Diesel,16162
2018-10,Taxis,Petrol-Electric,4744
2018-10,Taxis,Petrol-CNG,0
2018-10,Taxis,CNG,0
2018-10,Taxis,Electric,102
2018-10,Motor-cycles,Petrol,136377
2018-10,Motor-cycles,Electric,2
2018-10,Goods & Other Vehicles,Petrol,4838
2018-10,Goods & Other Vehicles,Diesel,136474
2018-10,Goods & Other Vehicles,Petrol-Electric,1
2018-10,Goods & Other Vehicles,Petrol-CNG,2
2018-10,Goods & Other Vehicles,CNG,1
2018-10,Goods & Other Vehicles,Electric,39
2018-10,Goods & Other Vehicles,Diesel-Electric,7
2018-10,Buses,Petrol,34
2018-10,Buses,Diesel,18819
2018-10,Buses,Petrol-CNG,0
2018-10,Buses,CNG,12
2018-10,Buses,Electric,4
2018-10,Buses,Diesel-Electric,3
2018-11,Cars,Petrol,570086
2018-11,Cars,Diesel,17135
2018-11,Cars,Petrol-Electric,26468
2018-11,Cars,Petrol-Electric (Plug-In),357
2018-11,Cars,Petrol-CNG,404
2018-11,Cars,CNG,0
2018-11,Cars,Electric,466
2018-11,Cars,Diesel-Electric,21
2018-11,Taxis,Petrol,58
2018-11,Taxis,Diesel,15724
2018-11,Taxis,Petrol-Electric,5001
2018-11,Taxis,Petrol-CNG,0
2018-11,Taxis,CNG,0
2018-11,Taxis,Electric,102
2018-11,Motor-cycles,Petrol,136657
2018-11,Motor-cycles,Electric,2
2018-11,Goods & Other Vehicles,Petrol,4859
2018-11,Goods & Other Vehicles,Diesel,136409
2018-11,Goods & Other Vehicles,Petrol-Electric,1
2018-11,Goods & Other Vehicles,Petrol-CNG,2
2018-11,Goods & Other Vehicles,CNG,1
2018-11,Goods & Other Vehicles,Electric,39
2018-11,Goods & Other Vehicles,Diesel-Electric,7
2018-11,Buses,Petrol,34
2018-11,Buses,Diesel,18853
2018-11,Buses,Petrol-CNG,0
2018-11,Buses,CNG,12
2018-11,Buses,Electric,4
2018-11,Buses,Diesel-Electric,17
2018-12,Cars,Petrol,569673
2018-12,Cars,Diesel,17253
2018-12,Cars,Petrol-Electric,27179
2018-12,Cars,Petrol-Electric (Plug-In),380
2018-12,Cars,Petrol-CNG,386
2018-12,Cars,CNG,0
2018-12,Cars,Electric,560
2018-12,Cars,Diesel-Electric,21
2018-12,Taxis,Petrol,53
2018-12,Taxis,Diesel,15089
2018-12,Taxis,Petrol-Electric,5337
2018-12,Taxis,Petrol-CNG,0
2018-12,Taxis,CNG,0
2018-12,Taxis,Electric,102
2018-12,Motor-cycles,Petrol,136840
2018-12,Motor-cycles,Electric,2
2018-12,Goods & Other Vehicles,Petrol,4879
2018-12,Goods & Other Vehicles,Diesel,136478
2018-12,Goods & Other Vehicles,Petrol-Electric,1
2018-12,Goods & Other Vehicles,Petrol-CNG,2
2018-12,Goods & Other Vehicles,CNG,2
2018-12,Goods & Other Vehicles,Electric,39
2018-12,Goods & Other Vehicles,Diesel-Electric,7
2018-12,Buses,Petrol,33
2018-12,Buses,Diesel,18875
2018-12,Buses,Petrol-CNG,0
2018-12,Buses,CNG,12
2018-12,Buses,Electric,4
2018-12,Buses,Diesel-Electric,23
2019-01,Cars,Petrol,570742
2019-01,Cars,Diesel,17323
2019-01,Cars,Petrol-Electric,28222
2019-01,Cars,Petrol-Electric (Plug-In),393
2019-01,Cars,Petrol-CNG,369
2019-01,Cars,CNG,0
2019-01,Cars,Electric,650
2019-01,Cars,Diesel-Electric,21
2019-01,Taxis,Petrol,44
2019-01,Taxis,Diesel,14674
2019-01,Taxis,Petrol-Electric,5553
2019-01,Taxis,Petrol-CNG,0
2019-01,Taxis,CNG,0
2019-01,Taxis,Electric,104
2019-01,Motor-cycles,Petrol,137091
2019-01,Motor-cycles,Electric,2
2019-01,Goods & Other Vehicles,Petrol,4880
2019-01,Goods & Other Vehicles,Diesel,136565
2019-01,Goods & Other Vehicles,Petrol-Electric,1
2019-01,Goods & Other Vehicles,Petrol-CNG,2
2019-01,Goods & Other Vehicles,CNG,2
2019-01,Goods & Other Vehicles,Electric,40
2019-01,Goods & Other Vehicles,Diesel-Electric,7
2019-01,Buses,Petrol,32
2019-01,Buses,Diesel,18918
2019-01,Buses,Petrol-CNG,0
2019-01,Buses,CNG,8
2019-01,Buses,Electric,4
2019-01,Buses,Diesel-Electric,34
2019-02,Cars,Petrol,570512
2019-02,Cars,Diesel,17354
2019-02,Cars,Petrol-Electric,28679
2019-02,Cars,Petrol-Electric (Plug-In),397
2019-02,Cars,Petrol-CNG,356
2019-02,Cars,CNG,0
2019-02,Cars,Electric,676
2019-02,Cars,Diesel-Electric,20
2019-02,Taxis,Petrol,41
2019-02,Taxis,Diesel,14454
2019-02,Taxis,Petrol-Electric,5646
2019-02,Taxis,Petrol-CNG,0
2019-02,Taxis,CNG,0
2019-02,Taxis,Electric,115
2019-02,Motor-cycles,Petrol,137165
2019-02,Motor-cycles,Electric,2
2019-02,Goods & Other Vehicles,Petrol,4857
2019-02,Goods & Other Vehicles,Diesel,136457
2019-02,Goods & Other Vehicles,Petrol-Electric,1
2019-02,Goods & Other Vehicles,Petrol-CNG,2
2019-02,Goods & Other Vehicles,CNG,2
2019-02,Goods & Other Vehicles,Electric,40
2019-02,Goods & Other Vehicles,Diesel-Electric,7
2019-02,Buses,Petrol,30
2019-02,Buses,Diesel,18912
2019-02,Buses,Petrol-CNG,0
2019-02,Buses,CNG,8
2019-02,Buses,Electric,4
2019-02,Buses,Diesel-Electric,43
2019-03,Cars,Petrol,570609
2019-03,Cars,Diesel,17422
2019-03,Cars,Petrol-Electric,29354
2019-03,Cars,Petrol-Electric (Plug-In),406
2019-03,Cars,Petrol-CNG,342
2019-03,Cars,CNG,0
2019-03,Cars,Electric,694
2019-03,Cars,Diesel-Electric,19
2019-03,Taxis,Petrol,38
2019-03,Taxis,Diesel,14048
2019-03,Taxis,Petrol-Electric,5848
2019-03,Taxis,Petrol-CNG,0
2019-03,Taxis,CNG,0
2019-03,Taxis,Electric,127
2019-03,Motor-cycles,Petrol,137270
2019-03,Motor-cycles,Electric,2
2019-03,Goods & Other Vehicles,Petrol,4799
2019-03,Goods & Other Vehicles,Diesel,136023
2019-03,Goods & Other Vehicles,Petrol-Electric,1
2019-03,Goods & Other Vehicles,Petrol-CNG,2
2019-03,Goods & Other Vehicles,CNG,2
2019-03,Goods & Other Vehicles,Electric,42
2019-03,Goods & Other Vehicles,Diesel-Electric,7
2019-03,Buses,Petrol,29
2019-03,Buses,Diesel,18936
2019-03,Buses,Petrol-CNG,0
2019-03,Buses,CNG,8
2019-03,Buses,Electric,5
2019-03,Buses,Diesel-Electric,53
2019-04,Cars,Petrol,572114
2019-04,Cars,Diesel,17534
2019-04,Cars,Petrol-Electric,29931
2019-04,Cars,Petrol-Electric (Plug-In),410
2019-04,Cars,Petrol-CNG,331
2019-04,Cars,CNG,0
2019-04,Cars,Electric,729
2019-04,Cars,Diesel-Electric,19
2019-04,Taxis,Petrol,31
2019-04,Taxis,Diesel,13594
2019-04,Taxis,Petrol-Electric,6169
2019-04,Taxis,Petrol-CNG,0
2019-04,Taxis,CNG,0
2019-04,Taxis,Electric,133
2019-04,Motor-cycles,Petrol,137481
2019-04,Motor-cycles,Electric,2
2019-04,Goods & Other Vehicles,Petrol,4795
2019-04,Goods & Other Vehicles,Diesel,136126
2019-04,Goods & Other Vehicles,Petrol-Electric,1
2019-04,Goods & Other Vehicles,Petrol-CNG,2
2019-04,Goods & Other Vehicles,CNG,2
2019-04,Goods & Other Vehicles,Electric,43
2019-04,Goods & Other Vehicles,Diesel-Electric,7
2019-04,Buses,Petrol,28
2019-04,Buses,Diesel,19073
2019-04,Buses,Petrol-CNG,0
2019-04,Buses,CNG,7
2019-04,Buses,Electric,5
2019-04,Buses,Diesel-Electric,52
2019-05,Cars,Petrol,573110
2019-05,Cars,Diesel,17642
2019-05,Cars,Petrol-Electric,30485
2019-05,Cars,Petrol-Electric (Plug-In),417
2019-05,Cars,Petrol-CNG,319
2019-05,Cars,CNG,0
2019-05,Cars,Electric,796
2019-05,Cars,Diesel-Electric,19
2019-05,Taxis,Petrol,27
2019-05,Taxis,Diesel,13083
2019-05,Taxis,Petrol-Electric,6508
2019-05,Taxis,Petrol-CNG,0
2019-05,Taxis,CNG,0
2019-05,Taxis,Electric,133
2019-05,Motor-cycles,Petrol,137748
2019-05,Motor-cycles,Electric,2
2019-05,Goods & Other Vehicles,Petrol,4823
2019-05,Goods & Other Vehicles,Diesel,135963
2019-05,Goods & Other Vehicles,Petrol-Electric,1
2019-05,Goods & Other Vehicles,Petrol-CNG,2
2019-05,Goods & Other Vehicles,CNG,2
2019-05,Goods & Other Vehicles,Electric,43
2019-05,Goods & Other Vehicles,Diesel-Electric,7
2019-05,Buses,Petrol,26
2019-05,Buses,Diesel,19081
2019-05,Buses,Petrol-CNG,0
2019-05,Buses,CNG,7
2019-05,Buses,Electric,5
2019-05,Buses,Diesel-Electric,52
2019-06,Cars,Petrol,574260
2019-06,Cars,Diesel,17719
2019-06,Cars,Petrol-Electric,31117
2019-06,Cars,Petrol-Electric (Plug-In),429
2019-06,Cars,Petrol-CNG,299
2019-06,Cars,CNG,0
2019-06,Cars,Electric,832
2019-06,Cars,Diesel-Electric,20
2019-06,Taxis,Petrol,26
2019-06,Taxis,Diesel,12622
2019-06,Taxis,Petrol-Electric,6697
2019-06,Taxis,Petrol-CNG,0
2019-06,Taxis,CNG,0
2019-06,Taxis,Electric,133
2019-06,Motor-cycles,Petrol,138269
2019-06,Motor-cycles,Electric,2
2019-06,Goods & Other Vehicles,Petrol,4877
2019-06,Goods & Other Vehicles,Diesel,135961
2019-06,Goods & Other Vehicles,Petrol-Electric,1
2019-06,Goods & Other Vehicles,Petrol-CNG,2
2019-06,Goods & Other Vehicles,CNG,2
2019-06,Goods & Other Vehicles,Electric,43
2019-06,Goods & Other Vehicles,Diesel-Electric,7
2019-06,Buses,Petrol,25
2019-06,Buses,Diesel,19104
2019-06,Buses,Petrol-CNG,0
2019-06,Buses,CNG,7
2019-06,Buses,Electric,5
2019-06,Buses,Diesel-Electric,50
2019-07,Cars,Petrol,575210
2019-07,Cars,Diesel,17800
2019-07,Cars,Petrol-Electric,32043
2019-07,Cars,Petrol-Electric (Plug-In),439
2019-07,Cars,Petrol-CNG,284
2019-07,Cars,CNG,0
2019-07,Cars,Electric,901
2019-07,Cars,Diesel-Electric,20
2019-07,Taxis,Petrol,26
2019-07,Taxis,Diesel,11926
2019-07,Taxis,Petrol-Electric,6985
2019-07,Taxis,Petrol-CNG,0
2019-07,Taxis,CNG,0
2019-07,Taxis,Electric,133
2019-07,Motor-cycles,Petrol,138808
2019-07,Motor-cycles,Electric,2
2019-07,Goods & Other Vehicles,Petrol,4912
2019-07,Goods & Other Vehicles,Diesel,135936
2019-07,Goods & Other Vehicles,Petrol-Electric,1
2019-07,Goods & Other Vehicles,Petrol-CNG,1
2019-07,Goods & Other Vehicles,CNG,2
2019-07,Goods & Other Vehicles,Electric,52
2019-07,Goods & Other Vehicles,Diesel-Electric,7
2019-07,Buses,Petrol,23
2019-07,Buses,Diesel,19131
2019-07,Buses,Petrol-CNG,0
2019-07,Buses,CNG,6
2019-07,Buses,Electric,5
2019-07,Buses,Diesel-Electric,50
2019-08,Cars,Petrol,575132
2019-08,Cars,Diesel,17858
2019-08,Cars,Petrol-Electric,32800
2019-08,Cars,Petrol-Electric (Plug-In),446
2019-08,Cars,Petrol-CNG,278
2019-08,Cars,CNG,0
2019-08,Cars,Electric,962
2019-08,Cars,Diesel-Electric,20
2019-08,Taxis,Petrol,25
2019-08,Taxis,Diesel,11618
2019-08,Taxis,Petrol-Electric,7213
2019-08,Taxis,Petrol-CNG,0
2019-08,Taxis,CNG,0
2019-08,Taxis,Electric,133
2019-08,Motor-cycles,Petrol,139094
2019-08,Motor-cycles,Electric,2
2019-08,Goods & Other Vehicles,Petrol,4946
2019-08,Goods & Other Vehicles,Diesel,135996
2019-08,Goods & Other Vehicles,Petrol-Electric,1
2019-08,Goods & Other Vehicles,Petrol-CNG,1
2019-08,Goods & Other Vehicles,CNG,2
2019-08,Goods & Other Vehicles,Electric,57
2019-08,Goods & Other Vehicles,Diesel-Electric,7
2019-08,Buses,Petrol,23
2019-08,Buses,Diesel,19168
2019-08,Buses,Petrol-CNG,0
2019-08,Buses,CNG,6
2019-08,Buses,Electric,5
2019-08,Buses,Diesel-Electric,50
2019-09,Cars,Petrol,575493
2019-09,Cars,Diesel,17928
2019-09,Cars,Petrol-Electric,33620
2019-09,Cars,Petrol-Electric (Plug-In),447
2019-09,Cars,Petrol-CNG,273
2019-09,Cars,CNG,0
2019-09,Cars,Electric,1036
2019-09,Cars,Diesel-Electric,19
2019-09,Taxis,Petrol,25
2019-09,Taxis,Diesel,11355
2019-09,Taxis,Petrol-Electric,7259
2019-09,Taxis,Petrol-CNG,0
2019-09,Taxis,CNG,0
2019-09,Taxis,Electric,133
2019-09,Motor-cycles,Petrol,139246
2019-09,Motor-cycles,Electric,2
2019-09,Goods & Other Vehicles,Petrol,4990
2019-09,Goods & Other Vehicles,Diesel,136035
2019-09,Goods & Other Vehicles,Petrol-Electric,1
2019-09,Goods & Other Vehicles,Petrol-CNG,1
2019-09,Goods & Other Vehicles,CNG,2
2019-09,Goods & Other Vehicles,Electric,57
2019-09,Goods & Other Vehicles,Diesel-Electric,7
2019-09,Buses,Petrol,21
2019-09,Buses,Diesel,19182
2019-09,Buses,Petrol-CNG,0
2019-09,Buses,CNG,0
2019-09,Buses,Electric,6
2019-09,Buses,Diesel-Electric,50
2019-10,Cars,Petrol,575371
2019-10,Cars,Diesel,17957
2019-10,Cars,Petrol-Electric,34333
2019-10,Cars,Petrol-Electric (Plug-In),457
2019-10,Cars,Petrol-CNG,264
2019-10,Cars,CNG,0
2019-10,Cars,Electric,1109
2019-10,Cars,Diesel-Electric,19
2019-10,Taxis,Petrol,25
2019-10,Taxis,Diesel,11022
2019-10,Taxis,Petrol-Electric,7710
2019-10,Taxis,Petrol-CNG,0
2019-10,Taxis,CNG,0
2019-10,Taxis,Electric,133
2019-10,Motor-cycles,Petrol,139320
2019-10,Motor-cycles,Electric,2
2019-10,Goods & Other Vehicles,Petrol,5029
2019-10,Goods & Other Vehicles,Diesel,135980
2019-10,Goods & Other Vehicles,Petrol-Electric,1
2019-10,Goods & Other Vehicles,Petrol-CNG,1
2019-10,Goods & Other Vehicles,CNG,2
2019-10,Goods & Other Vehicles,Electric,58
2019-10,Goods & Other Vehicles,Diesel-Electric,7
2019-10,Buses,Petrol,19
2019-10,Buses,Diesel,19191
2019-10,Buses,Petrol-CNG,0
2019-10,Buses,CNG,0
2019-10,Buses,Electric,8
2019-10,Buses,Diesel-Electric,50
2019-11,Cars,Petrol,575432
2019-11,Cars,Diesel,18013
2019-11,Cars,Petrol-Electric,35013
2019-11,Cars,Petrol-Electric (Plug-In),462
2019-11,Cars,Petrol-CNG,256
2019-11,Cars,CNG,0
2019-11,Cars,Electric,1112
2019-11,Cars,Diesel-Electric,19
2019-11,Taxis,Petrol,25
2019-11,Taxis,Diesel,10563
2019-11,Taxis,Petrol-Electric,8067
2019-11,Taxis,Petrol-CNG,0
2019-11,Taxis,CNG,0
2019-11,Taxis,Electric,133
2019-11,Motor-cycles,Petrol,139618
2019-11,Motor-cycles,Electric,2
2019-11,Goods & Other Vehicles,Petrol,5086
2019-11,Goods & Other Vehicles,Diesel,135851
2019-11,Goods & Other Vehicles,Petrol-Electric,1
2019-11,Goods & Other Vehicles,Petrol-CNG,1
2019-11,Goods & Other Vehicles,CNG,2
2019-11,Goods & Other Vehicles,Electric,69
2019-11,Goods & Other Vehicles,Diesel-Electric,7
2019-11,Buses,Petrol,19
2019-11,Buses,Diesel,19223
2019-11,Buses,Petrol-CNG,0
2019-11,Buses,CNG,0
2019-11,Buses,Electric,10
2019-11,Buses,Diesel-Electric,50
2019-12,Cars,Petrol,574967
2019-12,Cars,Diesel,18049
2019-12,Cars,Petrol-Electric,35718
2019-12,Cars,Petrol-Electric (Plug-In),473
2019-12,Cars,Petrol-CNG,250
2019-12,Cars,CNG,0
2019-12,Cars,Electric,1120
2019-12,Cars,Diesel-Electric,19
2019-12,Taxis,Petrol,24
2019-12,Taxis,Diesel,9759
2019-12,Taxis,Petrol-Electric,8626
2019-12,Taxis,Petrol-CNG,0
2019-12,Taxis,CNG,0
2019-12,Taxis,Electric,133
2019-12,Motor-cycles,Petrol,140396
2019-12,Motor-cycles,Electric,2
2019-12,Goods & Other Vehicles,Petrol,5109
2019-12,Goods & Other Vehicles,Diesel,135773
2019-12,Goods & Other Vehicles,Petrol-Electric,1
2019-12,Goods & Other Vehicles,Petrol-CNG,1
2019-12,Goods & Other Vehicles,CNG,2
2019-12,Goods & Other Vehicles,Electric,71
2019-12,Goods & Other Vehicles,Diesel-Electric,7
2019-12,Buses,Petrol,18
2019-12,Buses,Diesel,19248
2019-12,Buses,Petrol-CNG,0
2019-12,Buses,CNG,0
2019-12,Buses,Electric,10
2019-12,Buses,Diesel-Electric,50
2020-01,Cars,Petrol,574945
2020-01,Cars,Diesel,18050
2020-01,Cars,Petrol-Electric,36395
2020-01,Cars,Petrol-Electric (Plug-In),489
2020-01,Cars,Petrol-CNG,244
2020-01,Cars,CNG,0
2020-01,Cars,Electric,1125
2020-01,Cars,Diesel-Electric,18
2020-01,Taxis,Petrol,24
2020-01,Taxis,Diesel,9615
2020-01,Taxis,Petrol-Electric,8756
2020-01,Taxis,Petrol-CNG,0
2020-01,Taxis,CNG,0
2020-01,Taxis,Electric,133
2020-01,Motor-cycles,Petrol,140097
2020-01,Motor-cycles,Electric,2
2020-01,Goods & Other Vehicles,Petrol,5142
2020-01,Goods & Other Vehicles,Diesel,135745
2020-01,Goods & Other Vehicles,Petrol-Electric,1
2020-01,Goods & Other Vehicles,Petrol-CNG,1
2020-01,Goods & Other Vehicles,CNG,2
2020-01,Goods & Other Vehicles,Electric,80
2020-01,Goods & Other Vehicles,Diesel-Electric,7
